Timestamp: 1683525958, Average of speed: 2150.667, Average of pressure: 0.068
Timestamp: 1683532499, Average of speed: 1966.333, Average of pressure: 0.089
Timestamp: 1683532500, Average of speed: 2071.333, Average of pressure: 0.083
Timestamp: 1683532501, Average of speed: 2077.333, Average of pressure: 0.063
Timestamp: 1683532502, Average of speed: 2077.333, Average of pressure: 0.063
Timestamp: 1683532503, Average of speed: 2187.667, Average of pressure: 0.061
Timestamp: 1683532504, Average of speed: 2221.333, Average of pressure: 0.070
Timestamp: 1683532505, Average of speed: 2139.333, Average of pressure: 0.086
Timestamp: 1683532506, Average of speed: 1882.667, Average of pressure: 0.062
Timestamp: 1683532507, Average of speed: 1882.667, Average of pressure: 0.062
Timestamp: 1683532508, Average of speed: 2096.333, Average of pressure: 0.070
Timestamp: 1683532509, Average of speed: 2207.000, Average of pressure: 0.089
Timestamp: 1683532510, Average of speed: 2136.667, Average of pressure: 0.073
Timestamp: 1683532511, Average of speed: 2097.333, Average of pressure: 0.086
Timestamp: 1683532512, Average of speed: 2162.333, Average of pressure: 0.063
Timestamp: 1683532513, Average of speed: 2014.667, Average of pressure: 0.076
Timestamp: 1683532514, Average of speed: 2037.000, Average of pressure: 0.082
Timestamp: 1683532515, Average of speed: 1929.667, Average of pressure: 0.065
Timestamp: 1683532516, Average of speed: 2260.667, Average of pressure: 0.096
Timestamp: 1683532517, Average of speed: 2098.667, Average of pressure: 0.056
Timestamp: 1683532518, Average of speed: 2231.667, Average of pressure: 0.083
Timestamp: 1683532519, Average of speed: 2147.000, Average of pressure: 0.085
Timestamp: 1683532520, Average of speed: 2155.000, Average of pressure: 0.061
Timestamp: 1683532521, Average of speed: 2213.333, Average of pressure: 0.075
Timestamp: 1683532522, Average of speed: 2382.667, Average of pressure: 0.081
Timestamp: 1683532523, Average of speed: 2201.667, Average of pressure: 0.083
Timestamp: 1683532524, Average of speed: 2201.667, Average of pressure: 0.083
Timestamp: 1683532525, Average of speed: 2163.667, Average of pressure: 0.069
Timestamp: 1683532526, Average of speed: 1924.333, Average of pressure: 0.057
Timestamp: 1683532527, Average of speed: 2228.667, Average of pressure: 0.056
Timestamp: 1683532528, Average of speed: 2228.667, Average of pressure: 0.056
Timestamp: 1683532529, Average of speed: 2159.000, Average of pressure: 0.067
Timestamp: 1683532530, Average of speed: 2122.333, Average of pressure: 0.091
Timestamp: 1683532531, Average of speed: 2085.333, Average of pressure: 0.079
Timestamp: 1683532532, Average of speed: 2320.000, Average of pressure: 0.065
Timestamp: 1683532533, Average of speed: 2259.333, Average of pressure: 0.073
Timestamp: 1683532534, Average of speed: 2085.000, Average of pressure: 0.065
Timestamp: 1683532535, Average of speed: 2082.333, Average of pressure: 0.065
Timestamp: 1683532536, Average of speed: 2050.667, Average of pressure: 0.086
Timestamp: 1683532537, Average of speed: 1989.000, Average of pressure: 0.094
Timestamp: 1683532538, Average of speed: 2028.000, Average of pressure: 0.086
Timestamp: 1683532539, Average of speed: 2178.667, Average of pressure: 0.073
Timestamp: 1683532540, Average of speed: 2178.333, Average of pressure: 0.071
Timestamp: 1683532541, Average of speed: 2311.000, Average of pressure: 0.069
Timestamp: 1683532542, Average of speed: 2090.000, Average of pressure: 0.076
Timestamp: 1683532543, Average of speed: 2018.000, Average of pressure: 0.068
Timestamp: 1683532544, Average of speed: 2170.333, Average of pressure: 0.098
Timestamp: 1683532545, Average of speed: 2176.000, Average of pressure: 0.068
Timestamp: 1683532546, Average of speed: 2096.667, Average of pressure: 0.083
Timestamp: 1683532547, Average of speed: 2134.333, Average of pressure: 0.083
Timestamp: 1683532548, Average of speed: 1974.333, Average of pressure: 0.064
Timestamp: 1683532549, Average of speed: 2142.333, Average of pressure: 0.064
Timestamp: 1683532550, Average of speed: 2110.333, Average of pressure: 0.063
Timestamp: 1683532551, Average of speed: 2110.333, Average of pressure: 0.063
Timestamp: 1683532552, Average of speed: 1960.333, Average of pressure: 0.087
Timestamp: 1683532553, Average of speed: 1992.333, Average of pressure: 0.069
Timestamp: 1683532554, Average of speed: 2107.333, Average of pressure: 0.071
Timestamp: 1683532555, Average of speed: 2209.667, Average of pressure: 0.078
Timestamp: 1683532556, Average of speed: 2116.667, Average of pressure: 0.067
Timestamp: 1683532557, Average of speed: 1979.667, Average of pressure: 0.071
Timestamp: 1683532558, Average of speed: 1979.667, Average of pressure: 0.071
Timestamp: 1683532559, Average of speed: 1979.667, Average of pressure: 0.071
Timestamp: 1683532560, Average of speed: 2023.667, Average of pressure: 0.089
Timestamp: 1683532561, Average of speed: 2140.000, Average of pressure: 0.076
Timestamp: 1683532562, Average of speed: 2163.667, Average of pressure: 0.088
Timestamp: 1683532563, Average of speed: 1933.333, Average of pressure: 0.071
Timestamp: 1683532564, Average of speed: 2218.667, Average of pressure: 0.084
Timestamp: 1683532565, Average of speed: 2005.333, Average of pressure: 0.068
Timestamp: 1683532566, Average of speed: 1959.000, Average of pressure: 0.075
Timestamp: 1683532567, Average of speed: 1978.333, Average of pressure: 0.070
Timestamp: 1683532568, Average of speed: 2142.667, Average of pressure: 0.080
Timestamp: 1683532569, Average of speed: 1991.667, Average of pressure: 0.064
Timestamp: 1683532570, Average of speed: 2040.000, Average of pressure: 0.071
Timestamp: 1683532571, Average of speed: 2236.667, Average of pressure: 0.064
Timestamp: 1683532572, Average of speed: 1908.000, Average of pressure: 0.062
Timestamp: 1683532573, Average of speed: 2093.667, Average of pressure: 0.087
Timestamp: 1683532574, Average of speed: 2093.667, Average of pressure: 0.087
Timestamp: 1683532575, Average of speed: 2044.667, Average of pressure: 0.097
Timestamp: 1683532576, Average of speed: 2088.667, Average of pressure: 0.068
Timestamp: 1683532577, Average of speed: 2198.000, Average of pressure: 0.080
Timestamp: 1683532578, Average of speed: 2227.000, Average of pressure: 0.090
Timestamp: 1683532579, Average of speed: 2198.667, Average of pressure: 0.078
Timestamp: 1683532580, Average of speed: 2355.000, Average of pressure: 0.069
Timestamp: 1683532581, Average of speed: 2081.333, Average of pressure: 0.082
Timestamp: 1683532582, Average of speed: 2156.000, Average of pressure: 0.067
Timestamp: 1683532583, Average of speed: 1985.333, Average of pressure: 0.065
Timestamp: 1683532584, Average of speed: 2182.333, Average of pressure: 0.059
Timestamp: 1683532585, Average of speed: 2188.667, Average of pressure: 0.072
Timestamp: 1683532586, Average of speed: 2044.333, Average of pressure: 0.095
Timestamp: 1683532587, Average of speed: 2222.000, Average of pressure: 0.074
Timestamp: 1683532588, Average of speed: 1984.333, Average of pressure: 0.068
Timestamp: 1683532589, Average of speed: 2206.333, Average of pressure: 0.064
Timestamp: 1683532590, Average of speed: 1980.333, Average of pressure: 0.067
Timestamp: 1683532591, Average of speed: 2212.000, Average of pressure: 0.062
Timestamp: 1683532592, Average of speed: 2024.667, Average of pressure: 0.083
Timestamp: 1683532593, Average of speed: 2185.000, Average of pressure: 0.065
Timestamp: 1683532594, Average of speed: 2016.333, Average of pressure: 0.068
Timestamp: 1683532595, Average of speed: 1997.000, Average of pressure: 0.086
Timestamp: 1683532596, Average of speed: 2136.000, Average of pressure: 0.069
Timestamp: 1683532597, Average of speed: 2310.000, Average of pressure: 0.063
Timestamp: 1683532598, Average of speed: 2032.000, Average of pressure: 0.085
Timestamp: 1683532599, Average of speed: 2171.333, Average of pressure: 0.080
Timestamp: 1683532600, Average of speed: 2103.667, Average of pressure: 0.078
Timestamp: 1683532601, Average of speed: 2173.333, Average of pressure: 0.091
Timestamp: 1683532602, Average of speed: 2139.000, Average of pressure: 0.089
Timestamp: 1683532603, Average of speed: 1933.333, Average of pressure: 0.078
Timestamp: 1683532604, Average of speed: 1933.333, Average of pressure: 0.078
Timestamp: 1683532605, Average of speed: 1944.000, Average of pressure: 0.091
Timestamp: 1683532606, Average of speed: 2087.000, Average of pressure: 0.089
Timestamp: 1683532607, Average of speed: 2087.000, Average of pressure: 0.089
Timestamp: 1683532608, Average of speed: 2126.667, Average of pressure: 0.073
Timestamp: 1683532609, Average of speed: 2243.667, Average of pressure: 0.076
Timestamp: 1683532610, Average of speed: 2073.667, Average of pressure: 0.053
Timestamp: 1683532611, Average of speed: 2267.000, Average of pressure: 0.075
Timestamp: 1683532612, Average of speed: 2012.000, Average of pressure: 0.073
Timestamp: 1683532613, Average of speed: 2222.667, Average of pressure: 0.062
Timestamp: 1683532614, Average of speed: 2057.000, Average of pressure: 0.053
Timestamp: 1683532615, Average of speed: 2057.000, Average of pressure: 0.053
Timestamp: 1683532616, Average of speed: 2081.667, Average of pressure: 0.069
Timestamp: 1683532617, Average of speed: 2181.000, Average of pressure: 0.072
Timestamp: 1683532618, Average of speed: 2214.667, Average of pressure: 0.095
Timestamp: 1683532619, Average of speed: 1923.667, Average of pressure: 0.087
Timestamp: 1683532620, Average of speed: 2130.000, Average of pressure: 0.075
Timestamp: 1683532621, Average of speed: 2185.333, Average of pressure: 0.057
Timestamp: 1683532622, Average of speed: 2192.333, Average of pressure: 0.072
Timestamp: 1683532623, Average of speed: 2000.000, Average of pressure: 0.064
Timestamp: 1683532624, Average of speed: 1961.667, Average of pressure: 0.080
Timestamp: 1683532625, Average of speed: 2244.000, Average of pressure: 0.085
Timestamp: 1683532626, Average of speed: 2157.333, Average of pressure: 0.068
Timestamp: 1683532627, Average of speed: 2201.000, Average of pressure: 0.090
Timestamp: 1683532628, Average of speed: 2140.000, Average of pressure: 0.062
Timestamp: 1683532629, Average of speed: 2000.333, Average of pressure: 0.072
Timestamp: 1683532630, Average of speed: 1975.333, Average of pressure: 0.079
Timestamp: 1683532631, Average of speed: 2074.667, Average of pressure: 0.082
Timestamp: 1683532632, Average of speed: 2051.333, Average of pressure: 0.066
Timestamp: 1683532633, Average of speed: 2150.333, Average of pressure: 0.078
Timestamp: 1683532634, Average of speed: 1966.667, Average of pressure: 0.069
Timestamp: 1683532635, Average of speed: 2052.333, Average of pressure: 0.084
Timestamp: 1683532636, Average of speed: 2149.333, Average of pressure: 0.054
Timestamp: 1683532637, Average of speed: 2123.000, Average of pressure: 0.075
Timestamp: 1683532638, Average of speed: 2123.000, Average of pressure: 0.075
Timestamp: 1683532639, Average of speed: 2123.000, Average of pressure: 0.075
Timestamp: 1683532640, Average of speed: 2212.667, Average of pressure: 0.084
Timestamp: 1683532641, Average of speed: 2104.667, Average of pressure: 0.067
Timestamp: 1683532642, Average of speed: 2104.667, Average of pressure: 0.067
Timestamp: 1683532643, Average of speed: 2044.000, Average of pressure: 0.062
Timestamp: 1683532644, Average of speed: 1994.667, Average of pressure: 0.081
Timestamp: 1683532645, Average of speed: 2227.000, Average of pressure: 0.072
Timestamp: 1683532646, Average of speed: 2227.000, Average of pressure: 0.072
Timestamp: 1683532647, Average of speed: 1940.000, Average of pressure: 0.070
Timestamp: 1683532648, Average of speed: 2033.333, Average of pressure: 0.067
Timestamp: 1683532649, Average of speed: 2081.333, Average of pressure: 0.060
Timestamp: 1683532650, Average of speed: 2167.000, Average of pressure: 0.065
Timestamp: 1683532651, Average of speed: 2209.667, Average of pressure: 0.083
Timestamp: 1683532652, Average of speed: 2209.667, Average of pressure: 0.083
Timestamp: 1683532653, Average of speed: 2105.667, Average of pressure: 0.078
Timestamp: 1683532654, Average of speed: 2053.667, Average of pressure: 0.058
Timestamp: 1683532655, Average of speed: 1992.000, Average of pressure: 0.077
Timestamp: 1683532656, Average of speed: 2208.000, Average of pressure: 0.068
Timestamp: 1683532657, Average of speed: 2102.000, Average of pressure: 0.081
Timestamp: 1683532658, Average of speed: 1966.667, Average of pressure: 0.059
Timestamp: 1683532659, Average of speed: 1966.667, Average of pressure: 0.059
Timestamp: 1683532660, Average of speed: 2024.667, Average of pressure: 0.057
Timestamp: 1683532661, Average of speed: 1998.000, Average of pressure: 0.078
Timestamp: 1683532662, Average of speed: 2146.333, Average of pressure: 0.068
Timestamp: 1683532663, Average of speed: 2046.667, Average of pressure: 0.083
Timestamp: 1683532664, Average of speed: 2031.667, Average of pressure: 0.073
Timestamp: 1683532665, Average of speed: 2039.000, Average of pressure: 0.087
Timestamp: 1683532666, Average of speed: 2134.333, Average of pressure: 0.080
Timestamp: 1683532667, Average of speed: 2176.667, Average of pressure: 0.093
Timestamp: 1683532668, Average of speed: 2210.667, Average of pressure: 0.075
Timestamp: 1683532669, Average of speed: 1962.667, Average of pressure: 0.061
Timestamp: 1683532670, Average of speed: 1993.000, Average of pressure: 0.094
Timestamp: 1683532671, Average of speed: 2022.000, Average of pressure: 0.092
Timestamp: 1683532672, Average of speed: 2042.667, Average of pressure: 0.068
Timestamp: 1683532673, Average of speed: 2252.000, Average of pressure: 0.072
Timestamp: 1683532674, Average of speed: 2021.333, Average of pressure: 0.069
Timestamp: 1683532675, Average of speed: 2022.667, Average of pressure: 0.063
Timestamp: 1683532676, Average of speed: 2294.333, Average of pressure: 0.083
Timestamp: 1683532677, Average of speed: 1968.667, Average of pressure: 0.065
Timestamp: 1683532678, Average of speed: 2139.667, Average of pressure: 0.075
Timestamp: 1683532679, Average of speed: 1935.000, Average of pressure: 0.075
Timestamp: 1683532680, Average of speed: 2223.000, Average of pressure: 0.068
Timestamp: 1683532681, Average of speed: 2274.667, Average of pressure: 0.078
Timestamp: 1683532682, Average of speed: 2042.000, Average of pressure: 0.080
Timestamp: 1683532683, Average of speed: 2090.000, Average of pressure: 0.073
Timestamp: 1683532684, Average of speed: 2208.333, Average of pressure: 0.072
Timestamp: 1683532685, Average of speed: 1991.667, Average of pressure: 0.082
Timestamp: 1683532686, Average of speed: 2123.000, Average of pressure: 0.079
Timestamp: 1683532687, Average of speed: 1911.000, Average of pressure: 0.062
Timestamp: 1683532688, Average of speed: 2037.333, Average of pressure: 0.087
Timestamp: 1683532689, Average of speed: 2174.667, Average of pressure: 0.069
Timestamp: 1683532690, Average of speed: 2174.667, Average of pressure: 0.069
Timestamp: 1683532691, Average of speed: 2087.000, Average of pressure: 0.089
Timestamp: 1683532692, Average of speed: 2116.000, Average of pressure: 0.089
Timestamp: 1683532693, Average of speed: 1956.000, Average of pressure: 0.079
Timestamp: 1683532694, Average of speed: 1980.000, Average of pressure: 0.062
Timestamp: 1683532695, Average of speed: 2031.333, Average of pressure: 0.072
Timestamp: 1683532696, Average of speed: 2077.000, Average of pressure: 0.068
Timestamp: 1683532697, Average of speed: 2158.000, Average of pressure: 0.076
Timestamp: 1683532698, Average of speed: 2108.667, Average of pressure: 0.089
Timestamp: 1683532699, Average of speed: 2169.667, Average of pressure: 0.065
Timestamp: 1683532700, Average of speed: 2074.000, Average of pressure: 0.079
Timestamp: 1683532701, Average of speed: 2211.000, Average of pressure: 0.091
Timestamp: 1683532702, Average of speed: 2243.667, Average of pressure: 0.091
Timestamp: 1683532703, Average of speed: 2154.000, Average of pressure: 0.064
Timestamp: 1683532704, Average of speed: 2057.667, Average of pressure: 0.064
Timestamp: 1683532705, Average of speed: 2112.333, Average of pressure: 0.063
Timestamp: 1683532706, Average of speed: 1998.000, Average of pressure: 0.064
Timestamp: 1683532707, Average of speed: 2213.667, Average of pressure: 0.074
Timestamp: 1683532708, Average of speed: 2067.333, Average of pressure: 0.083
Timestamp: 1683532709, Average of speed: 2148.000, Average of pressure: 0.083
Timestamp: 1683532710, Average of speed: 2198.000, Average of pressure: 0.086
Timestamp: 1683532711, Average of speed: 2215.667, Average of pressure: 0.065
Timestamp: 1683532712, Average of speed: 2059.667, Average of pressure: 0.091
Timestamp: 1683532713, Average of speed: 2173.333, Average of pressure: 0.079
Timestamp: 1683532714, Average of speed: 2071.000, Average of pressure: 0.067
Timestamp: 1683532715, Average of speed: 2031.667, Average of pressure: 0.062
Timestamp: 1683532716, Average of speed: 2023.667, Average of pressure: 0.058
Timestamp: 1683532717, Average of speed: 1968.667, Average of pressure: 0.076
Timestamp: 1683532718, Average of speed: 2182.000, Average of pressure: 0.061
Timestamp: 1683532719, Average of speed: 2158.667, Average of pressure: 0.074
Timestamp: 1683532720, Average of speed: 1931.667, Average of pressure: 0.083
Timestamp: 1683532721, Average of speed: 2161.667, Average of pressure: 0.069
Timestamp: 1683532722, Average of speed: 2269.333, Average of pressure: 0.060
Timestamp: 1683532723, Average of speed: 2170.333, Average of pressure: 0.073
Timestamp: 1683532724, Average of speed: 2130.000, Average of pressure: 0.050
Timestamp: 1683532725, Average of speed: 2123.667, Average of pressure: 0.078
Timestamp: 1683532726, Average of speed: 2028.000, Average of pressure: 0.073
Timestamp: 1683532727, Average of speed: 2015.667, Average of pressure: 0.076
Timestamp: 1683532728, Average of speed: 2312.000, Average of pressure: 0.079
Timestamp: 1683532729, Average of speed: 2134.333, Average of pressure: 0.080
Timestamp: 1683532730, Average of speed: 2012.000, Average of pressure: 0.090
Timestamp: 1683532731, Average of speed: 2031.333, Average of pressure: 0.075
Timestamp: 1683532732, Average of speed: 2087.333, Average of pressure: 0.058
Timestamp: 1683532733, Average of speed: 2142.000, Average of pressure: 0.069
Timestamp: 1683532734, Average of speed: 2342.000, Average of pressure: 0.070
Timestamp: 1683532735, Average of speed: 2223.333, Average of pressure: 0.079
Timestamp: 1683532736, Average of speed: 2036.667, Average of pressure: 0.092
Timestamp: 1683532737, Average of speed: 2220.667, Average of pressure: 0.069
Timestamp: 1683532738, Average of speed: 2087.000, Average of pressure: 0.067
Timestamp: 1683532739, Average of speed: 2056.000, Average of pressure: 0.080
Timestamp: 1683532740, Average of speed: 2123.333, Average of pressure: 0.085
Timestamp: 1683532741, Average of speed: 2303.667, Average of pressure: 0.070
Timestamp: 1683532742, Average of speed: 2054.000, Average of pressure: 0.072
Timestamp: 1683532743, Average of speed: 2064.000, Average of pressure: 0.072
Timestamp: 1683532744, Average of speed: 1992.667, Average of pressure: 0.087
Timestamp: 1683532745, Average of speed: 2241.333, Average of pressure: 0.066
Timestamp: 1683532746, Average of speed: 2189.000, Average of pressure: 0.081
Timestamp: 1683532747, Average of speed: 1951.333, Average of pressure: 0.060
Timestamp: 1683532748, Average of speed: 2080.667, Average of pressure: 0.067
Timestamp: 1683532749, Average of speed: 2041.333, Average of pressure: 0.062
Timestamp: 1683532750, Average of speed: 1962.667, Average of pressure: 0.067
Timestamp: 1683532751, Average of speed: 2070.667, Average of pressure: 0.084
Timestamp: 1683532752, Average of speed: 2065.000, Average of pressure: 0.081
Timestamp: 1683532753, Average of speed: 1975.000, Average of pressure: 0.079
Timestamp: 1683532754, Average of speed: 2047.333, Average of pressure: 0.072
Timestamp: 1683532755, Average of speed: 2157.333, Average of pressure: 0.065
Timestamp: 1683532756, Average of speed: 2073.333, Average of pressure: 0.073
Timestamp: 1683532757, Average of speed: 2054.667, Average of pressure: 0.070
Timestamp: 1683532758, Average of speed: 2126.333, Average of pressure: 0.058
Timestamp: 1683532759, Average of speed: 2235.000, Average of pressure: 0.075
Timestamp: 1683532760, Average of speed: 1919.667, Average of pressure: 0.084
Timestamp: 1683532761, Average of speed: 2124.667, Average of pressure: 0.058
Timestamp: 1683532762, Average of speed: 2238.667, Average of pressure: 0.079
Timestamp: 1683532763, Average of speed: 2028.000, Average of pressure: 0.089
Timestamp: 1683532764, Average of speed: 2101.000, Average of pressure: 0.092
Timestamp: 1683532765, Average of speed: 1999.667, Average of pressure: 0.069
Timestamp: 1683532766, Average of speed: 2100.333, Average of pressure: 0.083
Timestamp: 1683532767, Average of speed: 1878.667, Average of pressure: 0.079
Timestamp: 1683532768, Average of speed: 1902.667, Average of pressure: 0.070
Timestamp: 1683532769, Average of speed: 1897.667, Average of pressure: 0.072
Timestamp: 1683532770, Average of speed: 2126.333, Average of pressure: 0.068
Timestamp: 1683532771, Average of speed: 2051.333, Average of pressure: 0.086
Timestamp: 1683532772, Average of speed: 2339.667, Average of pressure: 0.076
Timestamp: 1683532773, Average of speed: 2188.667, Average of pressure: 0.064
Timestamp: 1683532774, Average of speed: 2232.000, Average of pressure: 0.074
Timestamp: 1683532775, Average of speed: 1971.000, Average of pressure: 0.067
Timestamp: 1683532776, Average of speed: 2158.000, Average of pressure: 0.075
Timestamp: 1683532777, Average of speed: 1954.667, Average of pressure: 0.080
Timestamp: 1683532778, Average of speed: 2113.000, Average of pressure: 0.065
Timestamp: 1683532779, Average of speed: 2121.000, Average of pressure: 0.073
Timestamp: 1683532780, Average of speed: 2146.333, Average of pressure: 0.076
Timestamp: 1683532781, Average of speed: 2232.000, Average of pressure: 0.071
Timestamp: 1683532782, Average of speed: 2192.333, Average of pressure: 0.084
Timestamp: 1683532783, Average of speed: 2044.667, Average of pressure: 0.069
Timestamp: 1683532784, Average of speed: 2062.333, Average of pressure: 0.068
Timestamp: 1683532785, Average of speed: 2142.333, Average of pressure: 0.085
Timestamp: 1683532786, Average of speed: 2002.667, Average of pressure: 0.076
Timestamp: 1683532787, Average of speed: 2002.667, Average of pressure: 0.076
Timestamp: 1683532788, Average of speed: 2078.333, Average of pressure: 0.075
Timestamp: 1683532789, Average of speed: 2063.333, Average of pressure: 0.068
Timestamp: 1683532790, Average of speed: 1919.667, Average of pressure: 0.065
Timestamp: 1683532791, Average of speed: 2116.333, Average of pressure: 0.085
Timestamp: 1683532792, Average of speed: 2080.667, Average of pressure: 0.079
Timestamp: 1683532793, Average of speed: 2154.000, Average of pressure: 0.070
Timestamp: 1683532794, Average of speed: 2154.000, Average of pressure: 0.070
Timestamp: 1683532795, Average of speed: 2247.000, Average of pressure: 0.073
Timestamp: 1683532796, Average of speed: 2113.000, Average of pressure: 0.065
Timestamp: 1683532797, Average of speed: 2042.000, Average of pressure: 0.075
Timestamp: 1683532798, Average of speed: 2145.333, Average of pressure: 0.065
Timestamp: 1683532799, Average of speed: 2145.333, Average of pressure: 0.065
Timestamp: 1683532800, Average of speed: 2008.333, Average of pressure: 0.060
Timestamp: 1683532801, Average of speed: 2008.333, Average of pressure: 0.060
Timestamp: 1683532802, Average of speed: 2283.333, Average of pressure: 0.089
Timestamp: 1683532803, Average of speed: 1949.333, Average of pressure: 0.060
Timestamp: 1683532804, Average of speed: 1897.667, Average of pressure: 0.072
Timestamp: 1683532805, Average of speed: 2038.000, Average of pressure: 0.068
Timestamp: 1683532806, Average of speed: 2132.333, Average of pressure: 0.078
Timestamp: 1683532807, Average of speed: 2247.333, Average of pressure: 0.079
Timestamp: 1683532808, Average of speed: 2176.000, Average of pressure: 0.082
Timestamp: 1683532809, Average of speed: 2259.000, Average of pressure: 0.089
Timestamp: 1683532810, Average of speed: 2186.667, Average of pressure: 0.086
Timestamp: 1683532811, Average of speed: 2186.667, Average of pressure: 0.086
Timestamp: 1683532812, Average of speed: 2314.667, Average of pressure: 0.077
Timestamp: 1683532813, Average of speed: 1987.000, Average of pressure: 0.084
Timestamp: 1683532814, Average of speed: 2161.667, Average of pressure: 0.055
Timestamp: 1683532815, Average of speed: 2111.000, Average of pressure: 0.070
Timestamp: 1683532816, Average of speed: 2042.667, Average of pressure: 0.077
Timestamp: 1683532817, Average of speed: 2323.333, Average of pressure: 0.076
Timestamp: 1683532818, Average of speed: 2047.667, Average of pressure: 0.075
Timestamp: 1683532819, Average of speed: 1995.333, Average of pressure: 0.076
Timestamp: 1683532820, Average of speed: 2259.667, Average of pressure: 0.068
Timestamp: 1683532821, Average of speed: 2041.333, Average of pressure: 0.080
Timestamp: 1683532822, Average of speed: 1985.000, Average of pressure: 0.063
Timestamp: 1683532823, Average of speed: 2154.000, Average of pressure: 0.057
Timestamp: 1683532824, Average of speed: 2063.333, Average of pressure: 0.068
Timestamp: 1683532825, Average of speed: 1896.000, Average of pressure: 0.093
Timestamp: 1683532826, Average of speed: 1962.333, Average of pressure: 0.067
Timestamp: 1683532827, Average of speed: 2092.000, Average of pressure: 0.083
Timestamp: 1683532828, Average of speed: 2138.667, Average of pressure: 0.067
Timestamp: 1683532829, Average of speed: 2004.667, Average of pressure: 0.085
Timestamp: 1683532830, Average of speed: 2034.333, Average of pressure: 0.075
Timestamp: 1683532831, Average of speed: 2038.000, Average of pressure: 0.084
Timestamp: 1683532832, Average of speed: 2271.333, Average of pressure: 0.075
Timestamp: 1683532833, Average of speed: 2043.333, Average of pressure: 0.078
Timestamp: 1683532834, Average of speed: 2021.333, Average of pressure: 0.081
Timestamp: 1683532835, Average of speed: 2115.667, Average of pressure: 0.077
Timestamp: 1683532836, Average of speed: 2010.333, Average of pressure: 0.079
Timestamp: 1683532837, Average of speed: 2212.333, Average of pressure: 0.094
Timestamp: 1683532838, Average of speed: 2242.333, Average of pressure: 0.054
Timestamp: 1683532839, Average of speed: 2248.667, Average of pressure: 0.069
Timestamp: 1683532840, Average of speed: 2120.667, Average of pressure: 0.074
Timestamp: 1683532841, Average of speed: 2270.667, Average of pressure: 0.086
Timestamp: 1683532842, Average of speed: 2164.667, Average of pressure: 0.075
Timestamp: 1683532843, Average of speed: 2101.667, Average of pressure: 0.083
Timestamp: 1683532844, Average of speed: 2090.667, Average of pressure: 0.072
Timestamp: 1683532845, Average of speed: 2120.667, Average of pressure: 0.079
Timestamp: 1683532846, Average of speed: 1995.667, Average of pressure: 0.056
Timestamp: 1683532847, Average of speed: 1978.000, Average of pressure: 0.076
Timestamp: 1683532848, Average of speed: 2106.333, Average of pressure: 0.069
Timestamp: 1683532849, Average of speed: 2101.000, Average of pressure: 0.080
Timestamp: 1683532850, Average of speed: 2254.000, Average of pressure: 0.069
Timestamp: 1683532851, Average of speed: 2110.667, Average of pressure: 0.090
Timestamp: 1683532852, Average of speed: 2128.333, Average of pressure: 0.091
Timestamp: 1683532853, Average of speed: 1927.667, Average of pressure: 0.070
Timestamp: 1683532854, Average of speed: 2269.667, Average of pressure: 0.051
Timestamp: 1683532855, Average of speed: 2091.000, Average of pressure: 0.087
Timestamp: 1683532856, Average of speed: 2187.333, Average of pressure: 0.068
Timestamp: 1683532857, Average of speed: 2255.000, Average of pressure: 0.062
Timestamp: 1683532858, Average of speed: 2064.667, Average of pressure: 0.078
Timestamp: 1683532859, Average of speed: 2207.333, Average of pressure: 0.066
Timestamp: 1683532860, Average of speed: 2111.333, Average of pressure: 0.087
Timestamp: 1683532861, Average of speed: 2078.000, Average of pressure: 0.091
Timestamp: 1683532862, Average of speed: 2085.000, Average of pressure: 0.090
Timestamp: 1683532863, Average of speed: 2028.333, Average of pressure: 0.060
Timestamp: 1683532864, Average of speed: 2058.667, Average of pressure: 0.079
Timestamp: 1683532865, Average of speed: 2160.000, Average of pressure: 0.058
Timestamp: 1683532866, Average of speed: 2122.000, Average of pressure: 0.059
Timestamp: 1683532867, Average of speed: 2269.333, Average of pressure: 0.080
Timestamp: 1683532868, Average of speed: 2103.667, Average of pressure: 0.083
Timestamp: 1683532869, Average of speed: 2169.667, Average of pressure: 0.061
Timestamp: 1683532870, Average of speed: 2130.000, Average of pressure: 0.071
Timestamp: 1683532871, Average of speed: 2004.333, Average of pressure: 0.073
Timestamp: 1683532872, Average of speed: 2196.667, Average of pressure: 0.078
Timestamp: 1683532873, Average of speed: 2196.667, Average of pressure: 0.078
Timestamp: 1683532874, Average of speed: 2259.667, Average of pressure: 0.083
Timestamp: 1683532875, Average of speed: 2163.333, Average of pressure: 0.083
Timestamp: 1683532876, Average of speed: 2243.667, Average of pressure: 0.087
Timestamp: 1683532877, Average of speed: 2108.333, Average of pressure: 0.082
Timestamp: 1683532878, Average of speed: 1987.667, Average of pressure: 0.078
Timestamp: 1683532879, Average of speed: 1848.667, Average of pressure: 0.073
Timestamp: 1683532880, Average of speed: 1968.000, Average of pressure: 0.084
Timestamp: 1683532881, Average of speed: 2027.333, Average of pressure: 0.072
Timestamp: 1683532882, Average of speed: 2112.000, Average of pressure: 0.082
Timestamp: 1683532883, Average of speed: 2264.000, Average of pressure: 0.090
Timestamp: 1683532884, Average of speed: 1868.333, Average of pressure: 0.080
Timestamp: 1683532885, Average of speed: 2268.667, Average of pressure: 0.069
